Letter recognition input data - A V C E T
[start]
 0 0 0 0 0 1 1 1 0 0 0 0 0
 0 0 0 0 1 1 1 1 1 0 0 0 0
 0 0 0 1 1 0 0 0 1 1 0 0 0
 0 0 1 1 0 0 0 0 0 1 1 0 0
 0 0 1 1 0 0 0 0 0 1 1 0 0
 0 1 1 0 0 0 0 0 0 0 1 1 0
 0 1 1 0 0 0 0 0 0 0 1 1 0
 0 1 1 1 1 1 1 1 1 1 1 1 0
 0 1 1 1 1 1 1 1 1 1 1 1 0
 1 1 0 0 0 0 0 0 0 0 0 1 1
 1 1 0 0 0 0 0 0 0 0 0 1 1
 1 1 0 0 0 0 0 0 0 0 0 1 1
 1 1 0 0 0 0 0 0 0 0 0 1 1
 1 1 0 0 0 0 0 0 0 0 0 1 1
 1 1 0 0 0 0 0 0 0 0 0 1 1
[start]
 1 1 0 0 0 0 0 0 0 0 0 1 1
 1 1 0 0 0 0 0 0 0 0 0 1 1
 1 1 0 0 0 0 0 0 0 0 0 1 1
 0 1 1 0 0 0 0 0 0 0 1 1 0
 0 1 1 0 0 0 0 0 0 0 1 1 0
 0 1 1 0 0 0 0 0 0 0 1 1 0
 0 0 1 1 0 0 0 0 0 1 1 0 0
 0 0 1 1 0 0 0 0 0 1 1 0 0
 0 0 1 1 0 0 0 0 0 1 1 0 0
 0 0 0 1 1 0 0 0 1 1 0 0 0
 0 0 0 1 1 0 0 0 1 1 0 0 0
 0 0 0 0 1 1 0 1 1 0 0 0 0
 0 0 0 0 1 1 0 1 1 0 0 0 0
 0 0 0 0 0 1 1 1 0 0 0 0 0
 0 0 0 0 0 1 1 1 0 0 0 0 0
[start]
 0 1 1 1 1 1 1 1 1 1 1 1 0
 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 1 1 1 1 1 1 1 1 1 1 1
 0 1 1 1 1 1 1 1 1 1 1 1 0
[start]
 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 1 1 1 1 1 1 1 1 0 0 0
 1 1 1 1 1 1 1 1 1 1 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0
 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1
[start]
 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1
 0 0 0 0 0 1 1 1 0 0 0 0 0
 0 0 0 0 0 1 1 1 0 0 0 0 0
 0 0 0 0 0 1 1 1 0 0 0 0 0
 0 0 0 0 0 1 1 1 0 0 0 0 0
 0 0 0 0 0 1 1 1 0 0 0 0 0
 0 0 0 0 0 1 1 1 0 0 0 0 0
 0 0 0 0 0 1 1 1 0 0 0 0 0
 0 0 0 0 0 1 1 1 0 0 0 0 0
 0 0 0 0 0 1 1 1 0 0 0 0 0
 0 0 0 0 0 1 1 1 0 0 0 0 0
 0 0 0 0 0 1 1 1 0 0 0 0 0
 0 0 0 0 0 1 1 1 0 0 0 0 0
